Sent,Nc-type,Nc-token,sentPrev,sentNC,sentPost,Source
20,aviso amarelo,aviso amarelo,"Boa parte da frota pesqueira estivo amarrada a porto durante todo o día, e parece que tampouco van poder traballar mañá.",A esta hora xa non hai o aviso amarelo no mar pero a tregua vai durar pouco.,"Nas primeiras horas do xoves
 volverá activarse e entre o mediodía e as doce da noite de mañá converterase en aviso laranxa en todo o litoral, desde A Guarda ata a Mariña de Lugo.",gl_cc-100
1,banco malo,banco malo,A quebrada inmobiliaria proxectara 1.200 vivendas na urbanización Costa Miño con apoio entusiasta do goberno municipal da vila.,En 2017 o 'banco malo' negouse a informar o Parlamento sobre os activos inmobiliarios tóxicos que absorbeu no rescate de Novacaixagalicia,A entidade aumenta en 6.500 millóns o seu volume de negocio minorista cunha compra que estará finalizada no primeiro semestre de 2019,gl_cc-100
2,banco malo,banco malo,"Foi daquelas, coa mal chamada fusión, cando se iniciou o que agora ten nome, o proceso de ‘resolución ordenada’”, asevera Montero.","Con estas perspectivas, puntualiza, no mellor dos casos a Entidade será desmantelada, pasando os activos tóxicos para o denominado “banco malo”; mentres que o resto dos activos e o pasivo poden pasar á denominada “banca ponte”.","Porén, para coñecer o auténtico alcance das repercusións laborais que este proceso terá haberá que agardar até despois das eleccións.",gl_cc-100
3,banco malo,banco malo,"“Hai que apertarse o cinto”, “hai que facer máis con menos”… pero a favor de quen?, cales son as prioridades?","Pois ben, mentres os desafiuzados conseguiron un mínimo xesto de beneficencia do goberno para os casos máis extremos, a parte máis castigada do sector bancario xa ten a súa folla de ruta e case 40.000 millóns de € avalados con diñeiro público para reducir os seus activos tóxicos a través do chamado “banco malo”.",Nesta reflexión ímonos a deter nalgúns aspectos deste instrumento pola súa actualidade e porque pon de manifesto unha dinámica de fondo ante a que non podemos quedar pasivos.,gl_cc-100
4,banco malo,banco malo,"Tras os rumores dos últimos días sobre unha posible ampliación do rescate bancario, e a alarma lanzada dende a prensa británica sobre a solvencia de España, todo parece indicar que nos próximos días subirá a temperatura e aparecerán nubeiros.","A semana que vén visítanos a Troika, que non se cre que os bancos estean tan sans como di De Guindos, e tampouco se fía de que o goberno cumprise a súa parte do acordo, nin que ese invento do banco malo vaia por bo camiño.","Todos sospeitan que os bancos están a ocultar moito crédito dubidoso para o que esixirán novas provisións, que obrigarían novas axudas públicas, e a ampliación do rescate.",gl_cc-100
5,banco malo,banco malo,"Naquela operación o Fondo de Reestructuración Ordenada Bancaria (FROB) inxectou en Novagalicia algo máis de 5.400 millóns de euros e, á súa vez, o banco trasferiu á Sareb activos considerados tóxicos por importe de 5.096,9 millóns de euros.",O banco malo absorbeu en 2012 máis de 5.000 millóns de euros de activos tóxicos dentro da operación de rescate das antigas caixas,O importe total dos activos tóxicos transvasados ao banco malo é parte da escasa información que Novagalicia e a propia Sareb fixeran pública daquela operación.,gl_cc-100
6,banco malo,banco malo,"Agora, haberá que ver se este novo recorte afecta tamén as oficinas vinculadas aso servizos centrais que o Santander e o Popular teñen no país.",O banco malo desfaise do préstamo de 108 millóns co que Caixa Galicia financiou un rañaceos en Benidorm,"O sistema financeiro galego, esfarelado nunha década pola crise e a mala xestión",gl_cc-100
7,banco malo,banco malo,"As pretensións da Unión Europea e o BCE son evitar custe o que custe a quebra do sistema bancario español (con 320.000 millóns comprometidos no ""tixolo"", deles 184.000 “tóxicos”), porque iso arrastraría aos grandes bancos europeos, en particular alemáns e franceses, que son os grandes acredores da banca española.","Por iso esixiron do Goberno rescates millonarios e que cre un “banco malo” que se faga cargo de todos os “activos tóxicos”, pasando a multimillonaria débeda ao Estado para que acabemos pagándoa todos.","Se é para isto, non lles importa que se dispare a Débeda pública española.",gl_cc-100
8,banco malo,banco malo,"Propoñemos a creación dun parque de vivendas en aluguer, para iso os socialistas comprometémonos a dedicar o 10% de aproveitamento lucrativo de todas as urbanizacións á construción de vivendas públicas en aluguer.","Reivindicaremos do Goberno de España e da Xunta de Galicia que todas as vivendas que pasaron ao “banco malo” pasen a formar parte do parque de vivendas públicas en aluguer, tendo como prioridade para acceder ás mesmas as familias vítimas de desafiuzamentos.","Os Socialistas de Oroso propoñemos a recuperación do patrimonio etnográfico, tanto o móbil como o inmoble e tanxible.",gl_cc-100
9,banco malo,banco malo,"En grandes liñas, en que consiste?","Cando recuperemos a soberanía monetaria e teñamos os bancos baixo control, teremos que crear un banco malo para facer fronte ás débedas problemáticas e limpar o sistema bancario, e asegurar que pode empezar a prover crédito outra vez.","Entre mentres, o Estado garantirá as obrigacións á nova moeda.",gl_cc-100
10,banco malo,banco malo,"En declaracións aos medios antes de participar na reunión de ministros de Economía e Finanzas da eurozona (Eurogrupo), o responsable da carteira económica asegurou que trasladará aos seus homólogos que os créditos dubidosos son ""a principal herdanza da crise"", que é ""'moi importante"" valoralos adecuadamente e que as provisións ""se sitúen nun nivel correcto"" e que haxa un sistema xudicial que funcione ""rapidamente"" para executar os préstamos.","""E tamén que o banco malo é unha solución.","Pero é unha solución porque elimina de raíz o problema dos préstamos malos, posto que os saca do balance que, como saben, ten unha serie de dificultades desde o punto de vista de xestión"", engadiu.",gl_cc-100
11,banco malo,banco malo,"Moitas entidades financeiras foron, dun xeito ou doutro, rescatadas con cartos públicos.","Algunhas directamente xestionadas polo Goberno a través do Fondo de Reestructuración Ordenada Bancaria (FROB), e do traspaso de activos ao denominado “banco malo”, a Sociedade de Xestión de Activos Procedentes da Reestructuración Bancaria (SAREB).","Paradóxicamente, a forte inversión pública non foi destinada a cubrir as necesidades básicas da cidadanía, se non a axudas millonarias á banca, moitas delas a fondo perdido, que non implicaron ningunha",gl_cc-100
12,banco malo,banco malo,"En Galiza hai preto de 300.000 vivendas valeiras, delas máis de 20.000 atópanse en Ourense o presidente da Xunta de Galicia prometeu con moito fasto 500 vivendas sociais para emerxencias.","Mentres estes gobernos, suposta-mente corruptos, fan promesas que nunca cumprirán, entregan cantidades inxentes de diñeiro para rescatar os bancos, e crean a SAREB , banco malo, que se converte na maior inmobiliaria de Europa con miles de vivendas pagadas os bancos con diñeiro público e apalancadas esperando a que siga o negocio.","No día da violencia machista Fina, vítima desta violencia, non pode durmir con tranquilidade pensando que cada vez que mude a súa situación económica pode quedar na rúa con tres fillas menores.",gl_cc-100
13,banco malo,banco malo,"¡Si quérese, pódese!",As vivendas do banco malo para as persoas.,Que non hai un só banco que non estea cometendo violacións de Dereitos Humanos neste país sábeo todo o mundo.,gl_cc-100
14,banco malo,banco malo,Na nova sociedade conxunta Blackstone ten 51% e Santander 49%.,"Pasa ser a segunda maior inmobiliaria do Estado español, só superada pola Sareb, o ‘banco malo’.",É a maior operación de venda inmobiliaria do Estado español e unha das maiores feitas en Europa.,gl_cc-100
15,banco malo,banco malo,O banco malo desfaise do préstamo de 108 millóns co que Caixa Galicia financiou un rañaceos en Benidorm,O banco malo anuncia vivendas de oferta en Galicia mentres se nega a informar sobre elas ao Parlamento,O prezo do solo urbano galego mantense en mínimos tras caer un 75% ao picar a burbulla,gl_cc-100
16,banco malo,banco malo,"Non en van, a escasa información feita pública daquela altura indicaba que os activos transferidos supuñan un importe total de 5.096,9 millóns de euros, entregados como parte da operación na que o Estado inxectou no banco galego algo máis de 5.400 millóns de euros.","Os detalles desa transferencia e unha listaxe completa dos activos transvasados é, precisamente, o que o Parlamento reclamou coñecer e o que o banco malo se nega a enviar.","Como informou Praza.gal a Sareb sustenta a súa negativa en que a información solicitada polo lexislativo galego ""afecta a persoas físicas"" e está ""suxeita"" á lei de protección de datos.",gl_cc-100
1,banda ancho,banda ancha,"Durante moitos anos España, foi dos países que máis pagaban pola conexión a Rede de redes, chegando a ser o país máis caro de Europa.","O acceso a internet de banda ancha é caro e de malísima calidade na zona rural do noso concello, o que ralentiza o desenrolo da sociedade da información.","O acceso a internet debería ser considerado como un servizo universal, o que obrigaría a Administración a garantir a súa dispoñibilidade a calquera cidadán, viva onde viva.",gl_cc-100
2,banda ancho,banda ancha,Seguro que asi consigo aumentar a tasa de usuarios de internet en Galcia que teño entendio que e a 3ª comunidade que menos se conecta a internet e eso non pode ser.,"Leo en 20minutos.es que no Reino Unido detiveron a un home acusado de ""roubar banda ancha"".",Ao parecer estaba aparcado co coche diante da porta e co portátil aceso.,gl_cc-100
3,banda ancho,banda ancha,"Concretamente esta medida do Plan posibilitou o acceso a redes de máis de 100 Mbps a case 200 núcleos de máis de 500 habitantes, fóra de ámbito urbano.",Xunta e Estado achegan 35 millóns de euros para a mellora da banda ancha,"A Xunta achega 3,4 millóns de euros para modernizar as conexións á Rede dos polígonos industriais",gl_cc-100
4,banda ancho,banda ancha,"Xa naquela altura, algunhas voces criticaron a falta de previsión ante unha nova resintonización que xa estaba prevista por Bruxelas, e que se confirmaría pouco despois.","A consulta pública se estrutura en torno a aspectos como a liberación do segundo dividendo dixital, o uso de bandas de frecuencia inferior aos 700 Mhz, a licitación e uso da banda 700 MHz, a coexistencia entre as emisións de servizos de banda ancha inalámbrica na banda de 700ou MHz e as emisións de servizos de radiodifusión na banda sub 700 ou a evolución tecnolóxica futura da Televisión Digital Terrestre.",As contribucións que se queiran realizar neste período de consulta pública poderán remitirse ata o día 19 de febreiro de 2018 a través do e-mail consulta700@minetad.es.,gl_cc-100
5,banda ancho,banda ancha,Os detalles dos plans de R na Coruña abordáronse nun cumio directivo que o operador está a organizar en Padrón.,"Segundo os datos revelados nesa xuntanza, a empresa dá servizo ao 64% das conexións de banda ancha en Galiza.",R cre que este dato “ratifica o avance da fibra óptica fronte ao adsl como opción preferida de alta velocidade”.,gl_cc-100
6,banda ancho,banda ancha,"Afortunadamente, Internet máis rápida se está facendo máis común.",As iniciativas do goberno agora definir a banda ancha a velocidades de Internet de polo menos 25 Mbps e están empurrando para cada persoa en Estados Unidos para ter acceso a esta velocidade.,"É probable que no futuro próximo, Internet de fibra óptica comezará a tomar posesión.",gl_cc-100
7,banda ancho,banda ancha,O teu Windows tampouco pode ler iso: maldición!!,"ou vas comprar unha copia de Microsoft Office ou simplemente descargas o OpenOffice pero aínda necesitas atopalo, descargalo (esperemos que teñas unha conexión de banda ancha), instalalo, etc.","O teu amigo tamén che mandou unha imaxe pero ten un mal contraste, mala luminosidade e necesita unha boa redución.",gl_cc-100
